,html_url,name,full_name,description,topics,created_at,updated_at,pushed_at,size,language,stargazers_count,subscribers_count,has_issues,has_downloads,has_discussions,forks_count,default_branch,private,open_issues_only,closed_issues_only,open_pull_requests,closed_pull_requests,commits_number,contributors_number,license.key,owner.type,Included?
123,https://github.com/mdalepiane/db-testproject,db-testproject,mdalepiane/db-testproject,Sample of how to build a SQL Server docker image from a Visual Studio Database project,"['azure-devops', 'docker', 'sqlserver', 'visual-studio', 'vsts']",2019-11-18T00:17:56Z,2019-11-27T05:02:14Z,2019-11-27T05:02:15Z,24,Dockerfile,0,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,0,User,Yes
125,https://github.com/ptablas/M-S-Echottage,M-S-Echottage,ptablas/M-S-Echottage,"Cross-platform VST3 audio effect plugin compatible with any DAW and created with the JUCE API, library and framework. Essentially, it combines Mid/Side capabilities with independent Low Frequency Oscillator (LFO)-controlled delays.","['dsp', 'juce-plugins', 'lfo', 'vst3']",2023-05-29T09:35:41Z,2023-09-14T10:19:00Z,2023-08-17T14:40:04Z,3195,C++,2,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,0,User,Yes
126,https://github.com/rochen-sound-collective/modular_collection,modular_collection,rochen-sound-collective/modular_collection,Modular::Collection is a collection of open source audio plugins in development.,"['audioplugin', 'bitwig-studio', 'clap', 'midi', 'vst3']",2022-11-15T20:38:15Z,2023-03-21T15:37:07Z,2023-05-31T22:31:29Z,566,Rust,2,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
127,https://github.com/silver-yar/ap_sampler,ap_sampler,silver-yar/ap_sampler,A simple vst3 sampler plugin made w/ JUCE.,"['juce', 'sampler', 'vst3']",2020-09-17T19:29:50Z,2022-10-13T23:35:25Z,2020-11-27T20:44:24Z,3207,C++,2,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
128,https://github.com/toasty-ghost/ASE_KM_Caverb,ASE_KM_Caverb,toasty-ghost/ASE_KM_Caverb,"An algorithmic room reverb plugin, using a Feedback Delay Network of all-pass filters with adjustable frequency-dependent absorbency. Written in C++ using the ASPiK framework.","['all-pass-filter', 'aspik', 'audio-effect', 'cpp14', 'reverb', 'vst', 'vst3']",2021-01-16T09:31:28Z,2022-05-03T06:24:16Z,2022-03-28T18:12:14Z,19725,C++,2,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,0,User,Yes
129,https://github.com/tparker48/sherpa-synthesizer,sherpa-synthesizer,tparker48/sherpa-synthesizer,Synthesis via exploration of topographic data,"['au-plugin', 'audio-processing', 'juce-application', 'synthesizer', 'vst3', 'vst3-plugins']",2020-02-14T05:58:44Z,2023-04-29T05:38:23Z,2022-08-26T02:55:53Z,8502,C++,2,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,0,User,Yes
131,https://github.com/astra137/opus-parvulum,opus-parvulum,astra137/opus-parvulum,Lossy Opus as a real-time audio plugin,"['audio-processing', 'discord', 'opus', 'vst3']",2021-05-04T01:58:06Z,2022-08-04T22:29:07Z,2021-06-24T02:41:28Z,42,Rust,2,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
133,https://github.com/rklogan/Combiner,Combiner,rklogan/Combiner,A VST plugin for combining low-frequency information from one input signal and high-frequency information from another.,"['filter', 'juce', 'vst3']",2020-12-28T18:28:33Z,2023-04-29T05:49:47Z,2021-01-11T03:02:59Z,75,C++,1,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-2.0,User,Yes
134,https://github.com/suzumushi0/AudioQAM_source,AudioQAM_source,suzumushi0/AudioQAM_source,AudioQAM source code distribution.,"['audioqam', 'direct-digital-synthesizer', 'effect', 'frequency-shift', 'hilbert-transform', 'modulation', 'phase-shift-network', 'quadrature-amplitude-modulation', 'vst3', 'vst3-plugin']",2023-04-12T09:19:45Z,2023-04-12T13:20:02Z,2023-05-22T09:02:00Z,186,C++,1,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,0,User,Yes
136,https://github.com/hx-ux/Bitcrushi,Bitcrushi,hx-ux/Bitcrushi,A simple BitCrusher Plugin using iPlug2,"['dsp', 'iplug2', 'vst3']",2021-10-17T08:36:45Z,2023-08-07T09:33:16Z,2021-10-29T16:29:57Z,863,Python,1,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,0,User,Yes
139,https://github.com/michael-truscott/DoomVst,DoomVst,michael-truscott/DoomVst,"Doom, but it runs in a VST plugin inside your DAW program and uses MIDI input for controls.","['doom', 'juce', 'midi', 'vst', 'vst3']",2022-09-02T07:34:30Z,2023-06-24T17:13:56Z,2022-09-03T05:22:23Z,672,C,1,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,gpl-2.0,User,Yes
141,https://github.com/ChaseDurand/simple-plugin-gui,simple-plugin-gui,ChaseDurand/simple-plugin-gui,"JUCE audio plugin showing knobs, toggles, switches, and VU meter.","['audio', 'audio-plugin', 'juce', 'juce-framework', 'vst', 'vst3']",2022-01-30T19:43:01Z,2022-04-08T03:21:28Z,2022-05-10T22:27:50Z,178,C++,1,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,0,User,Yes
142,https://github.com/JacobACan/RGBA-Synth,RGBA-Synth,JacobACan/RGBA-Synth,"RGBA Synth allows you to create a retro feeling synth sound by combining together sawtooth, square, saw, and sin waves. Through the use of a few sliders controlling each of their presence within the sound, RGBA Synth allows you to make a simple, yet unique sound. Each one of these sounds is mapped to a color in RGBA color space.","['juce-framework', 'synthesizer', 'vst3']",2022-12-24T20:37:40Z,2023-09-13T15:14:53Z,2023-08-17T21:03:10Z,67289,C++,1,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
143,https://github.com/ReplicatAudio/TerminalVelocity,TerminalVelocity,ReplicatAudio/TerminalVelocity,A simple MIDI velocity tool written in C++/JUCE.,"['audio', 'juce', 'midi', 'vst', 'vst-plugin', 'vst3', 'vst3-plugin']",2022-11-10T10:14:54Z,2022-11-16T15:31:51Z,2022-11-27T21:39:49Z,103,C++,1,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,Organization,Yes
145,https://github.com/StunnedByMusic/LatencySpy,LatencySpy,StunnedByMusic/LatencySpy,"All about music, audio work and.. did I say music??","['audio-processing', 'audioplugin', 'daw', 'dsp', 'music', 'vst3']",2022-09-03T14:26:36Z,2023-04-29T05:54:52Z,2022-09-03T20:37:53Z,112,C++,1,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
151,https://github.com/likelian/Repeator,Repeator,likelian/Repeator,An audio plugin to add repeated noise or other sounds.,"['au', 'juce', 'vst3']",2022-05-23T22:48:33Z,2023-05-29T19:32:13Z,2022-09-07T02:12:58Z,201864,C++,1,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,0,User,Yes
154,https://github.com/dragonsploder/Dynamo,Dynamo,dragonsploder/Dynamo,Simple Audio Effects Flanger,"['audio-effect', 'audio-processing', 'flanger', 'vst3']",2021-09-08T02:46:38Z,2021-09-08T02:52:30Z,2021-09-08T02:51:01Z,579,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,mit,User,Yes
158,https://github.com/LensPlaysGames/Gainbit,Gainbit,LensPlaysGames/Gainbit,"Gainbit; a simple audio plugin. It gains, and it bit-crushes ;p","['audio', 'audio-plugin', 'audio-processing', 'juce', 'music', 'music-production', 'vst', 'vst3']",2021-12-12T22:24:22Z,2021-12-14T01:49:43Z,2021-12-14T01:49:40Z,243,C++,0,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
159,https://github.com/Djaugo/EQ_Lite-Vst-Plugin-Win,EQ_Lite-Vst-Plugin-Win,Djaugo/EQ_Lite-Vst-Plugin-Win,Contains source code and 1.0. release of my .vst music equalizer plugin in C++,"['equalizer', 'mixing-audio', 'music', 'music-production', 'vst', 'vst-plugin', 'vst3']",2022-01-11T12:11:32Z,2022-01-13T09:20:20Z,2022-01-11T12:40:53Z,30,C++,0,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
160,https://github.com/tgalpha/ActivityTimer,ActivityTimer,tgalpha/ActivityTimer,A VST plugin to track your project working duration,"['juce-plugins', 'vst', 'vst3']",2022-07-31T16:49:29Z,2022-09-05T04:16:17Z,2022-09-18T11:43:04Z,6369,C++,0,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
161,https://github.com/Mg32/SymmetricPingPongDelay,SymmetricPingPongDelay,Mg32/SymmetricPingPongDelay,Symmetrically balanced ping pong delay,"['audio-effect', 'delay', 'vst3']",2023-03-12T08:33:18Z,2023-07-01T11:22:51Z,2023-03-12T11:12:48Z,18,Faust,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
162,https://github.com/Husenap/VSTakoyaki,VSTakoyaki,Husenap/VSTakoyaki,Takoyaki running as a VST plugin for live audio visualizations,"['audio', 'audio-visualizer', 'cpp', 'opengl', 'shaders', 'vst', 'vst-plugin', 'vst3']",2022-07-06T14:57:19Z,2022-08-26T07:57:38Z,2022-07-23T10:23:48Z,264,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
163,https://github.com/flafflar/FaderVST,FaderVST,flafflar/FaderVST,A VST plugin that fades audio up and down at a custom speed,"['audio', 'audio-plugin', 'audio-processing', 'juce', 'juce-plugins', 'vst', 'vst3']",2023-02-11T11:46:43Z,2023-02-27T10:03:14Z,2023-03-08T11:57:25Z,632,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
164,https://github.com/alxtim10/AngklungBeats,AngklungBeats,alxtim10/AngklungBeats,Angklung traditional instrument VST Plugin. Can be used as a plugin in a Digital Audio Workstation.,"['audio', 'juce', 'plugin', 'vst3']",2023-07-28T09:34:02Z,2023-07-28T09:41:13Z,2023-07-28T09:39:45Z,12,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,0,User,Yes
168,https://github.com/Speechrezz/SaturatorTest,SaturatorTest,Speechrezz/SaturatorTest,Vst3 saturator,"['dsp', 'juce', 'vst', 'vst3']",2022-05-07T06:18:13Z,2022-05-07T06:29:35Z,2022-05-07T17:01:21Z,49,C++,0,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,mit,User,Yes
171,https://github.com/AnClark/synthv1-universal,synthv1-universal,AnClark/synthv1-universal,"Cross-platform, multi-format port of rncbc's synthv1 synthesizer","['audio-plugin', 'clap', 'lv2', 'synthesizer', 'vst', 'vst3']",2023-08-13T23:20:06Z,2023-08-26T05:23:48Z,2023-09-01T11:28:14Z,32,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-2.0,User,Yes
174,https://github.com/mmomentum/dopplerjuce,dopplerjuce,mmomentum/dopplerjuce,JUCE based spatializer with doppler shift,"['audio', 'audio-plugin', 'cpp', 'juce', 'spatial-audio', 'vst3']",2020-05-20T01:51:47Z,2023-04-02T22:57:02Z,2020-09-28T18:22:48Z,737,Objective-C,0,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
176,https://github.com/essenbee/delay,delay,essenbee/delay,"A VST Plugin implementing a Delay Effect, developed in C++ using JUCE.","['audio-effect', 'c-plus-plus', 'codebasealpha', 'juce-framework', 'streaming', 'vst3']",2019-07-01T08:05:27Z,2020-02-18T09:08:38Z,2019-07-09T21:05:30Z,68,C++,0,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,mit,User,Yes
178,https://github.com/Cyril-Meyer/BitDepthReducer,BitDepthReducer,Cyril-Meyer/BitDepthReducer,BitDepthReducer audio plugin,"['audio-processing', 'vst', 'vst3']",2021-09-09T17:05:33Z,2021-09-11T14:06:26Z,2021-09-11T14:06:23Z,1107,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,0,User,Yes
181,https://github.com/AnClark/padthv1-universal,padthv1-universal,AnClark/padthv1-universal,"Cross-platform, multi-format port of rncbc's padthv1 synthesizer","['audio-plugin', 'clap', 'lv2', 'synthesizer', 'vst', 'vst3']",2023-08-26T05:24:55Z,2023-08-26T05:27:44Z,2023-09-02T04:27:25Z,46,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-2.0,User,Yes
184,https://github.com/Leonidius20/MegaSynth,MegaSynth,Leonidius20/MegaSynth,Basic subtractive synthesizer VST plugin,"['subtractive-synthesis', 'synth', 'synthesizer', 'vst', 'vst3']",2022-08-04T19:30:33Z,2023-07-12T13:12:36Z,2023-07-12T13:09:37Z,619,C++,0,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
187,https://github.com/sadmemelord/QuasoCompressor,QuasoCompressor,sadmemelord/QuasoCompressor,basic Compressor VST with custom GUI based on @landonviator of ViatorDSP tutorials,"['audio', 'audio-processing', 'audioprogramming', 'compressor', 'dsp', 'vst3']",2023-02-01T18:19:21Z,2023-02-11T17:39:59Z,2023-02-08T17:53:37Z,13730,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,0,User,Yes
188,https://github.com/werckme/werckmeister-vst,werckmeister-vst,werckme/werckmeister-vst,The official werckmeister VST Plugin,"['plugin', 'vst', 'vst3', 'werckmeister']",2022-05-21T11:48:09Z,2022-07-22T21:31:25Z,2022-07-22T21:29:08Z,2005,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
191,https://github.com/HabzdaBalint/VST_Synth,VST_Synth,HabzdaBalint/VST_Synth,Egyetemi szakdolgozat / University thesis,"['cpp', 'juce', 'juce-plugin', 'plugin', 'vst-instrument', 'vst-plugin', 'vst3']",2023-02-21T21:18:20Z,2023-08-07T19:00:55Z,2023-08-07T19:46:11Z,11910,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,0,User,Yes
192,https://github.com/insomnimus/drum-mapper,drum-mapper,insomnimus/drum-mapper,A VST3/Clap plugin for remapping drum tracks for popular libraries,"['audio-plugin', 'clap', 'drums', 'midi', 'plugin', 'rust', 'vst3']",2023-08-14T21:25:40Z,2023-08-20T15:04:51Z,2023-08-19T14:28:11Z,87,Rust,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,mit,User,Yes
194,https://github.com/rijadhubana/RSynth-v1,RSynth-v1,rijadhubana/RSynth-v1,"Synthesiser with basic waveforms and an envelope, made by using the JUCE framework.","['cpp', 'juce-framework', 'maximilian', 'vst3']",2020-12-05T13:16:32Z,2020-12-05T13:30:37Z,2020-12-05T13:28:05Z,2644,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,0,User,Yes
195,https://github.com/emanuelemessina/ReaShader,ReaShader,emanuelemessina/ReaShader,THE Video Processor VST for Reaper,"['reaper', 'video', 'vst3', 'vulkan']",2022-07-25T20:58:13Z,2023-08-29T08:49:19Z,2023-08-26T14:15:12Z,394087,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,mit,User,Yes
196,https://github.com/GiorgosKoulouris/DeCoderPlugin,DeCoderPlugin,GiorgosKoulouris/DeCoderPlugin,"DeCoder is a simple audio plugin (VST3, AU, Standalone) written in C++ and based on JUCE Framework","['audio-processing', 'audioplugin', 'cplusplus', 'juce', 'vst3']",2021-04-30T15:12:50Z,2021-05-15T14:39:00Z,2021-05-15T02:47:58Z,11705,C++,0,0,TRUE,TRUE,TRUE,0,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
302,https://github.com/helio-fm/helio-workstation,helio-workstation,helio-fm/helio-workstation,"One music sequencer for all major platforms, desktop and mobile","['audio-applications', 'composition', 'cross-platform', 'microtonal', 'midi', 'music-composition', 'music-sequencer', 'music-tools', 'sequencer', 'vst']",2017-04-20T09:17:32Z,2023-09-13T19:27:05Z,2023-09-10T12:18:14Z,49581,C++,2758,56,TRUE,TRUE,TRUE,112,develop,FALSE,64,163,1,22,1924,8,gpl-3.0,Organization,Yes
303,https://github.com/asb2m10/dexed,dexed,asb2m10/dexed,DX7 FM multi plaform/multi format plugin,"['dx7', 'vst']",2013-12-06T04:18:54Z,2023-09-13T15:12:21Z,2023-07-26T20:42:21Z,63754,C++,2512,128,TRUE,TRUE,TRUE,220,master,FALSE,87,228,7,53,430,17,gpl-3.0,User,Yes
314,https://github.com/michaelwillis/dragonfly-reverb,dragonfly-reverb,michaelwillis/dragonfly-reverb,A set of free reverb effects,"['dpf', 'dsp', 'freeverb', 'lv2', 'lv2-plugin', 'reverb', 'vst']",2017-11-11T16:42:14Z,2023-09-12T02:59:41Z,2023-06-03T22:26:56Z,31221,C++,769,0,TRUE,TRUE,TRUE,63,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
316,https://github.com/monadgroup/axiom,axiom,monadgroup/axiom,A powerful realtime node-based audio synthesizer.,"['c-plus-plus', 'demoscene', 'dsp', 'llvm', 'rust', 'synthesizer', 'vst']",2017-12-04T11:24:14Z,2023-09-10T14:38:21Z,2019-09-27T03:38:57Z,3272,C++,667,18,TRUE,TRUE,FALSE,32,master,FALSE,35,121,2,17,1148,3,other,Organization,Yes
321,https://github.com/DamRsn/NeuralNote,NeuralNote,DamRsn/NeuralNote,Audio Plugin for Audio to MIDI transcription using deep learning.,"['audio', 'audio-plugin', 'juce-framework', 'machine-learning', 'midi', 'vst']",2023-03-03T11:36:02Z,2023-09-15T04:51:42Z,2023-09-12T07:15:33Z,7817,C++,551,25,TRUE,TRUE,FALSE,28,master,FALSE,14,20,4,38,153,3,apache-2.0,User,Yes
322,https://github.com/greatest-ape/OctaSine,OctaSine,greatest-ape/OctaSine,"Frequency modulation synthesizer plugin (VST2, CLAP). Runs on macOS, Windows and Linux.","['audio', 'clap', 'dsp', 'linux', 'macos', 'plugin', 'rust', 'synthesizer', 'vst', 'vst2', 'windows']",2019-07-20T10:10:08Z,2023-09-12T04:21:47Z,2023-08-16T14:30:24Z,6577,Rust,527,11,TRUE,TRUE,FALSE,12,master,FALSE,17,36,1,129,2163,0,agpl-3.0,User,Yes
323,https://github.com/leomccormack/SPARTA,SPARTA,leomccormack/SPARTA,A collection of spatial audio related VST plug-ins developed using JUCE and the Spatial_Audio_Framework,"['3d-audio', 'ambisonics', 'hoa', 'microphone-array-processing', 'sound-field-analysis', 'sound-field-visualisation', 'spatial-audio', 'vbap', 'vst']",2018-02-16T08:03:44Z,2023-09-14T21:50:49Z,2023-07-23T11:19:57Z,23520,C++,463,27,TRUE,TRUE,FALSE,40,master,FALSE,13,46,1,16,435,6,gpl-3.0,User,Yes
325,https://github.com/trummerschlunk/master_me,master_me,trummerschlunk/master_me,"automatic mastering plugin for live streaming, podcasts and internet radio.","['audio', 'lv2', 'mastering', 'plugin', 'podcast', 'radio', 'sound', 'streaming', 'vst', 'vst3']",2022-08-08T14:04:44Z,2023-09-14T17:19:18Z,2023-08-27T16:32:19Z,4689,C++,430,0,TRUE,TRUE,FALSE,17,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
327,https://github.com/amsynth/amsynth,amsynth,amsynth/amsynth,Simple software synthesizer for Linux,"['c-plus-plus', 'dsp', 'gtk', 'linux', 'lv2', 'synthesis', 'synthesizer', 'vst']",2012-10-14T10:11:41Z,2023-09-13T02:16:17Z,2023-09-09T09:37:14Z,9666,C++,410,21,TRUE,TRUE,TRUE,51,develop,FALSE,31,108,2,79,1425,22,gpl-2.0,Organization,Yes
330,https://github.com/jpcima/ADLplug,ADLplug,jpcima/ADLplug,FM Chip Synthesizer â€” OPL & OPN â€” VST/LV2/Standalone,"['adlmidi', 'audio', 'audio-plugin', 'chip', 'fm-synthesizer', 'jackaudio', 'lv2', 'midi', 'musical-instrument', 'opl', 'opl3-emulator', 'opn', 'opn2-emulator', 'opnmidi', 'real-time-audio', 'synthesizer', 'vst']",2018-04-13T07:21:41Z,2023-08-28T08:21:53Z,2023-05-12T13:28:41Z,12859,C++,383,20,TRUE,TRUE,FALSE,20,master,FALSE,36,42,1,15,559,7,bsl-1.0,User,Yes
332,https://github.com/ffAudio/Frequalizer,Frequalizer,ffAudio/Frequalizer,Equalizer using JUCE new dsp module,"['analyser', 'dsp', 'equalizer', 'juce', 'plugin', 'vst']",2018-02-13T23:25:47Z,2023-09-15T19:40:29Z,2022-01-17T20:14:52Z,1561,C++,281,0,TRUE,TRUE,FALSE,39,master,FALSE,0,0,0,0,0,0,bsd-3-clause,User,Yes
336,https://github.com/zamaudio/zam-plugins,zam-plugins,zamaudio/zam-plugins,Collection of LADSPA/LV2/VST/JACK audio plugins for high-quality processing,"['audio-plugin', 'dpf', 'lv2', 'lv2-plugin', 'vst', 'vst-plugin', 'zam-plugins']",2014-04-10T16:31:40Z,2023-08-22T18:35:07Z,2023-01-04T05:58:19Z,28569,POV-Ray SDL,227,0,TRUE,TRUE,FALSE,36,master,FALSE,0,0,0,0,0,0,gpl-2.0,User,Yes
340,https://github.com/wolf-plugins/wolf-shaper,wolf-shaper,wolf-plugins/wolf-shaper,"Waveshaper plugin with a spline-based graph editor (LV2, VST, and CLAP)","['audio', 'audio-plugin', 'clap', 'distortion', 'dpf', 'dssi', 'jack', 'linux', 'lv2', 'nanovg', 'vst', 'vst2', 'vst3', 'waveshaper', 'windows']",2018-01-22T16:21:01Z,2023-09-14T22:25:45Z,2023-09-02T19:16:30Z,3484,C++,187,8,TRUE,TRUE,FALSE,18,master,FALSE,43,103,1,21,487,6,gpl-3.0,Organization,Yes
341,https://github.com/sophiapoirier/destroyfx,destroyfx,sophiapoirier/destroyfx,Destroy FX is a music software project of Sophia Poirier and Tom Murphy 7. Mostly we make audio effect plugins that destroy your sound. Supported plugin APIs include Audio Unit and VST. Includes the DfxPlugin and DFX GUI frameworks.,"['audio', 'audiounit', 'dsp', 'noise', 'vst']",2020-09-13T18:59:07Z,2023-09-10T00:22:00Z,2023-08-20T01:45:47Z,15113,C++,175,10,TRUE,TRUE,FALSE,6,main,FALSE,5,21,1,38,1987,2,gpl-2.0,User,Yes
344,https://github.com/james34602/SpleeterRT,SpleeterRT,james34602/SpleeterRT,Real time monaural source separation base on fully convolutional neural network operates on Time-frequency domain.,"['audio-processing', 'bss', 'cnn', 'convolutional', 'deep-learning', 'dsp', 'intel-mkl-library', 'machine-learning', 'model', 'neural-network', 'plugin', 'segmentation', 'signal-processing', 'source-separation', 'spectrogram', 'speech-enhancement', 'spleeter', 'stft', 'tensorflow', 'vst']",2020-07-06T08:59:45Z,2023-08-29T16:12:08Z,2021-09-03T01:08:02Z,48228,C,132,0,TRUE,TRUE,FALSE,14,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
345,https://github.com/dozius/DtBlkFx,DtBlkFx,dozius/DtBlkFx,Fast-Fourier-Transform (FFT) based VST plug-in,"['audio', 'c-plus-plus', 'dsp', 'plugins', 'vst', 'vst2']",2017-08-12T20:33:57Z,2023-09-09T03:32:39Z,2021-02-26T21:54:34Z,7032,C++,121,0,TRUE,TRUE,TRUE,8,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
346,https://github.com/p-hlp/CTAGDRC,CTAGDRC,p-hlp/CTAGDRC,An audio compressor plugin created with JUCE,"['audio-effect', 'audio-processing', 'audio-unit', 'compressor', 'juce-framework', 'signal-processing', 'vst', 'vst3']",2020-01-19T14:52:07Z,2023-09-09T06:04:07Z,2020-11-24T21:00:13Z,852,C++,119,0,FALSE,TRUE,FALSE,25,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
352,https://github.com/artfwo/andes,andes,artfwo/andes,Experimental sound synthesiser based on Perlin noise,"['c-plus-plus', 'gradient-noise', 'juce', 'multifractal', 'perlin-noise', 'synthesizer', 'vst']",2017-05-17T15:41:17Z,2023-09-08T17:25:09Z,2019-12-14T18:51:11Z,215,C++,105,12,TRUE,TRUE,FALSE,11,master,FALSE,13,6,1,2,54,2,gpl-3.0,User,Yes
354,https://github.com/wolf-plugins/wolf-spectrum,wolf-spectrum,wolf-plugins/wolf-spectrum,"Real-time 2D spectrogram plugin (LV2, VST and Jack)","['audio', 'audio-plugin', 'dpf', 'jack', 'linux', 'lv2', 'plugin', 'spectrogram', 'vst', 'windows']",2018-05-05T20:28:13Z,2023-09-14T06:15:19Z,2023-02-25T15:58:18Z,971,C++,96,0,TRUE,TRUE,FALSE,4,master,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
355,https://github.com/seven-phases/spectrum-analyzer,spectrum-analyzer,seven-phases/spectrum-analyzer,A real-time spectrum analysis VST plugin,"['signal-processing', 'spectrum-analyzer', 'vst']",2015-05-24T20:08:01Z,2023-08-12T21:44:04Z,2015-07-14T01:07:50Z,340,C++,95,0,TRUE,TRUE,FALSE,20,master,FALSE,0,0,0,0,0,0,mit,Organization,Yes
361,https://github.com/igorski/fogpad,fogpad,igorski/fogpad,"A VST reverb effect in which the reflections can be frozen, filtered, pitch shifted and ultimately disintegrated.","['audio-processing', 'cho', 'cmake', 'cplusplus', 'cpp', 'dsp', 'linux', 'macos', 'reverb', 'steinberg', 'vst', 'vst-plugin', 'vst2-vst3', 'vst3', 'vst3-sdk', 'windows']",2019-10-27T13:46:52Z,2023-09-09T02:28:05Z,2023-08-22T18:03:23Z,1574,C++,81,0,TRUE,TRUE,FALSE,5,master,FALSE,0,0,0,0,0,0,mit,User,Yes
362,https://github.com/apohl79/GuitarAmp,GuitarAmp,apohl79/GuitarAmp,A basic and experimental guitar modeling amp,"['amplifier', 'analog-modeling', 'audio-effect', 'audiounit', 'tube', 'vst', 'vst3']",2017-02-15T12:57:12Z,2023-08-04T14:25:07Z,2017-03-05T17:23:59Z,42757,C++,79,0,TRUE,TRUE,FALSE,14,master,FALSE,0,0,0,0,0,0,other,User,Yes
363,https://github.com/szkkng/simple-reverb,simple-reverb,szkkng/simple-reverb,A simple reverb made with the JUCE DSP module,"['dsp', 'juce', 'reverb', 'ui-ux', 'vst']",2021-07-14T08:11:52Z,2023-09-04T13:25:02Z,2023-05-27T04:12:16Z,1972,C++,78,0,TRUE,TRUE,FALSE,12,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
364,https://github.com/igorski/regrader,regrader,igorski/regrader,VST delay plugin where the repeats degrade in resolution,"['audio-processing', 'audio-unit', 'audiounit', 'bitcrusher', 'cmake', 'cplusplus', 'cpp', 'decimation', 'delay', 'dsp', 'echo', 'linux', 'macos', 'steinberg', 'vst', 'vst-plugin', 'vst2', 'vst3', 'vst3-sdk', 'windows']",2018-05-21T10:33:03Z,2023-08-30T09:04:48Z,2023-08-21T18:09:11Z,1792,C++,77,0,TRUE,TRUE,FALSE,4,master,FALSE,0,0,0,0,0,0,mit,User,Yes
